"N:METH:cg09666654:AC092614.2:TssD241:Island"	"N:METH:cg20880234:ZMYM2:TssU1192:Island"	"N:METH:cg05801648:SYK:TssD211:Island"	"N:METH:cg24908499:DLK2:TssU211:Island"	"N:METH:cg00679738:FAM89A:TssD747:Island"	"N:METH:cg00247489:CR2:TssD185:Island"	"N:METH:cg24719575:REST:TssU275:Shore"	"N:METH:cg15752043:NANOS1:TssD16:Island"	"N:METH:cg01186777:TNFSF9:TssD5:Island"	"N:METH:cg05714219:GALNT14:TssU90:Island"	"N:METH:cg04632671:PPARG:TssD425:Island"	"N:METH:cg13415207:PMAIP1:TssD2:Island"	"N:METH:cg16884042:SGPP2:TssD446:Island"	"N:METH:cg13425637:PRKCH:TssU108:Island"	"N:METH:cg08303146:KCNQ1:TssD102:Island"	"N:METH:cg00453193:TES:TssD434:Shore"	"N:METH:cg19093820:GPR156:TssU65:NA"	"N:METH:cg02285477:POLR1D:TssD29:Island"	"N:METH:cg19099850:LGALS3:TssU17:Island"	"N:METH:cg15247144:PYCARD:TssD32:Island"	"N:METH:cg18907029:SYNGR2:TssD13:Island"	"N:METH:cg05829479:C6orf141:TssU281:Shore"	"N:METH:cg20732367:LRRFIP1:TssD329:Shore"	"N:METH:cg03694261:C11orf63:TssD585:Shore"	"N:METH:cg26461637:FAS:TssD1:Island"	"N:METH:cg18896687:MAFK:TssD774:Island"	"N:METH:cg19220586:CREG1:TssD535:Island"	"N:METH:cg17679246:PDK1:TssU91:Island"	"N:METH:cg12592716:CUL1:TssD174:Shore"	"N:METH:cg01632825:CLTCL1:TssD513:Island"
"1"	-0.330724508014403	1.30453617811407	1.30037496399816	-0.755392273364445	-0.756521069692598	-0.650896905102562	-0.660494549893349	-0.311968936189402	-0.805125364604151	-0.70373801168061	-0.60470375788136	-0.662220529233879	-0.701792064045731	-0.607223855845082	-0.813164611288629	-1.25653237131621	1.81067348813276	1.76433585964044	1.0408941507164	1.42265948579257	0.636056035402624	0.910904973300516	1.44245796026752	1.29650875453808	1.10128002907114	1.23992288829021	1.11723024522641	-0.219815708335272	-0.797177004409675	0.864318326214409
"2"	-1.19943034039006	1.86262854977651	0.281445833791563	0.319402602706989	0.0450000455652993	-0.524135832454785	0.625877752827933	-0.469310941689738	-0.748004743700263	-0.689324472816386	-0.607868159878853	-0.646903086436995	-0.579268010768648	-0.62561666419348	0.640015376763222	0.385570922688486	1.89471063479536	1.94919113175192	1.39668294034428	1.88536363655094	1.08923184035156	1.15733961779438	1.56766154933276	0.528105779094836	1.3815702318664	1.72731776626679	1.39226878215126	-0.285013381038915	-0.113710220093455	2.7278400522918
"3"	-0.0749289564640249	0.855278621101714	0.569876642183063	-0.797526597942211	-0.608499202204157	-0.549068325815016	-0.493783641723196	-0.486270857070923	-0.780569933251817	-0.782642997238456	-0.660241924963745	-0.624419206381613	-0.589352739725534	-0.671298505699739	-0.876405017513985	-0.575460851977362	1.75057097184876	1.37697297850843	0.895654752149644	0.812791328059157	0.851947314292187	0.788477045663204	1.0180587741951	1.10015513494289	1.06487585349834	0.423459100380878	0.834067888348417	-0.584850810312862	-0.90201380227629	0.69187082876238
"4"	0.48352080834025	0.0515230500247586	0.94340805321109	-0.43895096154699	-0.614603141101208	2.56396267085544	-0.460453324050963	0.0583035788105695	-0.567180756210366	-0.75695453954871	-0.639993634881625	-0.625490904597777	0.692443044042655	-0.65975772549516	-0.44928222017129	0.513404812676738	1.80857920797464	1.38615219370113	1.13726293817955	1.21854129871578	0.353219640145066	1.21124809331674	1.16039660160589	0.955106525090383	0.624043549985798	1.36046304977145	0.946252174119801	1.12306470892561	1.33859457071693	0.132823537664549
"5"	1.72390609687528	1.45779443393624	0.489100571077974	0.513972550070677	0.454519836465613	-0.537710776563307	0.559105892841622	-0.4545616263706	-0.802946814735633	-0.712321573546056	-0.640044110005512	-0.646728826564448	0.0977113690669424	-0.625398351928217	0.533812635482055	-1.15617383025868	1.83354435716119	0.864525638038959	1.5909421277042	1.49558103835121	1.38128615180436	1.12906493814074	1.61132736086906	1.2461354702213	1.61846389806152	1.229874690994	1.20296488463876	2.42390400594342	1.9131598638531	2.69356276748525
"6"	1.42338182278973	1.04448376041649	1.15330228004057	0.294205569549881	-0.48966398507403	-0.376243514772743	-0.665966802272016	-0.391538556850971	-0.581669634777034	-0.417318514617225	-0.596748101816496	-0.427287725562777	-0.457034042757668	-0.431983608190086	-0.660895074544587	-1.09996036190074	1.25043692456289	1.37022978580918	0.907320447474131	1.17230973369459	1.61933883754667	1.23134177428886	1.25465257666967	0.97698704476975	1.11009103108316	0.892056590259587	0.873969069141473	0.360176080621137	1.37066259506662	2.35651048915873
"7"	-0.857884452178991	1.1712135301677	0.93147697961096	-0.297089093746639	1.80213570082788	-0.490287563941122	1.30605351257744	1.24423959041758	-0.799685512537254	-0.732483415281657	-0.654499408946208	-0.294632397586345	-0.835532747612143	-0.00720747969722133	-0.479855021748454	-0.600139654374733	0.83453947919276	0.408459861656963	0.591839469568453	0.830273852647005	0.353910983859709	0.955914818678078	0.857844813582561	1.10505420734362	0.813903397611405	0.835435189525771	1.2209506441629	0.367841697987395	0.703818633638874	0.700774618759234
"8"	-0.192430600584213	1.75934012471916	1.08013275100417	-0.566697348527694	-0.617636221260486	-0.635837098366711	-0.434426757859741	-0.490841826846919	-0.7543708055915	-0.71778596159361	-0.650247850434238	-0.672728399548466	-0.599528475824726	-0.628057792250511	1.65354149324569	-0.431308968815148	2.02817944169817	1.62908365424336	1.60926114798358	2.09224017750713	1.39568914585944	1.41775372319313	1.48760756151622	1.49890356157222	0.626740155583783	1.55638379401099	1.43330351921685	1.10861182618298	0.271454293492653	1.25179465877182
"9"	0.633681519708344	-0.820568226789226	-0.177263403650339	0.260716655583419	-0.705012676382733	-0.679835227861855	-0.681067401146211	-0.581482420176955	-0.766972477286039	-0.770598008068865	-0.654157731184515	-0.588129587923693	-0.801661026834786	-0.678135648916381	-0.880934321451343	-0.820980339379245	1.24987180134561	0.108264220181804	0.586439237205967	0.521493618370974	0.801632855059785	0.122744689798133	0.094717633165477	0.197733976463524	0.21193323167971	0.30016810161703	0.0664235805911141	1.01087520476319	0.255594392012696	0.312006544647878
"10"	1.85875153136625	1.45533518572059	1.54305068431149	-0.819490440365129	-0.836233870319873	-0.687345333061416	1.91508257642815	0.791815425957276	-0.778582713112271	-0.694672183539081	-0.637104904714588	-0.671652344835488	-0.0571714112466446	2.04368740317581	0.177696113407311	-1.29184958269095	1.7990053558232	1.63536788618298	1.45065542843122	1.2941823550992	0.0887038533255645	-0.27697603525452	1.42274475408852	1.38793806891257	1.30408985474289	1.57296522985342	1.05276867852854	-0.635519742602019	0.727149466754101	2.10886517981617
